"Gene","CellTypes","Comparisons","Occurrences","Mean_Log2FC","Mean_Abs_Log2FC","MinPadj",".Direction"
"TNFAIP3",10,3,27,0.0233222330291179,0.791551298602689,0.000000000000000239822830914635,"drop"
"FKBP5",10,3,25,-0.66041068351414,1.03877333984472,0.00000000000000000000000000000000000000000000000000000000634309470103281,"drop"
"HBA2",10,3,23,-0.30265960295805,0.992570003701133,0.00000000000969477140141126,"drop"
"AREG",10,3,22,-0.144818446132134,1.39170839612635,0.0000000000000000000000000000000000000000000000217111239465205,"drop"
"YPEL5",10,3,22,0.0218600517122127,0.644192647766968,0.0050126815450611,"drop"
"SMAP2",10,3,22,-0.301064844261056,0.435088511372857,0.000000000000000173717509876733,"drop"
"FOS",10,3,21,-0.534410821049502,1.35408724433569,0.0000000000000000000343682410411232,"drop"
"HBB",10,3,21,-0.275299601839046,0.973800444792488,0.0000000000000000000000000000000000000000823971234519952,"drop"
"EIF2AK2",10,3,21,0.43364853055971,0.689151331495717,0.000000000000858835905976612,"drop"
"RPS26",10,3,20,0.946224638704183,0.994942523710379,0.000000000000000000000000000000000000000000000000000000000000000000000000017116891371647,"drop"
"MTRNR2L1",10,3,20,-0.880737502249646,0.981145052198812,0.00000000000730467449215235,"drop"
"KLF6",10,3,20,-0.0666850650095411,0.760722818148308,0.000000223590057603263,"drop"
"DDIT4",10,3,20,-0.371517626141538,0.679515187196854,0.000000000000000000232869771331301,"drop"
"S100A9",10,3,20,-0.472836821251734,0.57805866424079,0.0780748446580343,"drop"
"IGKC",10,3,19,-0.482726228623517,0.866325220138904,0.0000121811338976307,"drop"
"EPSTI1",10,3,19,0.377996352225399,0.848885992561042,0.00000000210010493950864,"drop"
"ZFP36",10,3,19,0.000510661810741126,0.727500095197186,0.00000000000000819483161003276,"drop"
"TAGAP",10,3,19,-0.179928445583544,0.588018583887467,0.0000000746385948857712,"drop"
"JUNB",10,3,19,0.149094253798103,0.522278678790828,0.0000000000041899706629339,"drop"
"NFE2L2",10,3,19,0.182764425214342,0.360973921953059,0.145634186475615,"drop"
"ZBTB16",10,3,18,-1.12456538951316,1.30409511668611,0.00000000000000000000000000000000000019020362682923,"drop"
"DUSP1",10,3,18,-0.187879875307227,0.713421374125597,0.000000000100447591219649,"drop"
"SLA",10,3,18,-0.604870571900611,0.652512766065642,0.000000000000000000000000000000091413931310099,"drop"
"PPBP",10,3,18,0.171353838579124,0.591121560071517,0.000000340984108964636,"drop"
"DYNLL1",10,3,18,-0.298669451280232,0.572496822349248,0.000000000000000186448041782673,"drop"
"DTX3L",10,3,18,0.190825540827972,0.538973484677492,1,"drop"
"SLC2A3",10,3,18,0.00824262464386484,0.530049812640299,1,"drop"
"BIRC3",10,3,18,0.0852572833699737,0.48557041724722,0.0136284711940712,"drop"
"SBDS",10,3,18,0.38509232003629,0.38509232003629,0.0529566784365318,"drop"
"MX1",10,3,17,1.11057612223705,1.27354918226944,0.000000000000000000000000000285619423578037,"drop"
"XAF1",10,3,17,0.846254827320143,0.991461800020579,0.00000000000000000000011332691431723,"drop"
"ISG15",10,3,17,0.7646306470915,0.974417879171429,0.000000000000000000000647096823040219,"drop"
"STAT1",10,3,17,0.233873042594221,0.619069480538237,0.00000000875816996983372,"drop"
"AC004687.1",10,3,17,0.193788432886705,0.472840520999166,0.0000624083218846642,"drop"
"CACUL1",10,3,17,0.183284186937003,0.47177132271218,1,"drop"
"PHF12",10,3,17,-0.135430512683846,0.457031688556516,1,"drop"
"GABPB1-IT1",10,3,17,-0.0412158480745544,0.346939134023342,1,"drop"
"TSC22D3",10,3,16,-0.345065004903437,0.664583233667103,0.00000000000000000000000000000000000000000000300443245809301,"drop"
"IRF9",10,3,16,0.145233449978412,0.565298257198278,0.258532796963334,"drop"
"ZFAND5",10,3,16,-0.07459468219491,0.517209297533652,0.0000302174204011408,"drop"
"PLEKHO1",10,3,16,0.180378038813646,0.511032290160596,0.00000980360625121988,"drop"
"CCNL1",10,3,16,0.0628144580798885,0.496361158589348,0.00214330856288165,"drop"
"CEMIP2",10,3,16,-0.104380544586456,0.495582533299051,0.297355289911119,"drop"
"TUBA1A",10,3,16,0.0578322289056065,0.418248802435246,1,"drop"
"MARK2",10,3,16,-0.297706433623389,0.407778495545454,1,"drop"
"JOSD1",10,3,16,0.148069442758983,0.39476907838816,1,"drop"
"PARP14",10,3,15,0.333830970188127,0.59476725348533,0.0000493230732564426,"drop"
"ZNF217",10,3,15,-0.393876508211941,0.507826220793082,1,"drop"
"ADGRE5",10,3,15,-0.104274839802434,0.452749707198847,0.0000099172835612357,"drop"
"SYAP1",10,3,15,0.0577862309835058,0.418114724564919,1,"drop"
"LYZ",10,3,15,0.141256799633381,0.417310833847668,0.00117190084802611,"drop"
"MTRNR2L8",10,3,15,0.122079499743031,0.399672640379302,1,"drop"
"SAMD9L",10,3,14,0.25554529899852,0.709345326624911,0.00317254357188034,"drop"
"ZFP36L2",10,3,14,-0.352990911156217,0.636644914946281,0.000000000000000000000000000000122634559006896,"drop"
"CXCR4",10,3,14,-0.206523277711038,0.568929888771492,0.000000000000000000000000000000000000142630338831021,"drop"
"C1orf162",10,3,14,-0.373882685591118,0.506781548508154,0.00000000000405003606999465,"drop"
"TBC1D10C",10,3,14,-0.192518867156395,0.482929935102876,0.215648613533905,"drop"
"PTK2B",10,3,13,-0.0355524402576138,0.504755987058379,0.383075486670173,"drop"
"IRF2",10,3,13,-0.0613418775021144,0.449364593162831,0.0088432581894075,"drop"
"MGAT1",10,3,13,-0.361879381547305,0.426753297131521,0.185308487128513,"drop"
"CARD8",10,3,13,-0.416739879301198,0.416739879301198,0.0689215843030224,"drop"
"PSMB9",10,3,12,-0.285171988519372,0.446574708672554,0.0000000000986063572912615,"drop"
"TXNIP",10,2,11,-0.203210116966233,0.579365725142245,0.00000000000000000000000000000000000000000000000000000000235144044391956,"drop"
"BTG1",10,3,11,-0.237375799747326,0.363735152270654,0.0000000000000000782449992284098,"drop"
"PDE4D",9,3,22,0.0830301266619125,0.497559690421378,0.000100957025399528,"drop"
"DNAJA1",9,3,21,-0.199849015947207,0.546046289075751,0.0000000000094065068791313,"drop"
"CTR9",9,3,20,-0.296685247945231,0.525514013592215,0.00161630267983594,"drop"
"TOB1",9,3,19,-0.0716861567401447,0.607073071226825,0.0716192028199099,"drop"
"PIK3IP1",9,3,19,-0.219475404418905,0.434988221132108,0.00000000000830239719347223,"drop"
"SYTL3",9,3,18,-0.179479085703476,0.61454066206488,0.000723750153895263,"drop"
"LINC-PINT",9,3,18,0.108664546420193,0.57509902275976,0.0976058478662433,"drop"
"NFKBIZ",9,3,18,0.441815713792927,0.52671515545697,0.468268711415276,"drop"
"S1PR4",9,3,18,-0.316627336711836,0.455907137546524,0.000271361577008349,"drop"
"RAB5A",9,3,18,0.127217955272162,0.421835392041633,1,"drop"
"HBA1",9,3,17,-0.440843219162416,1.20251390623259,0.00108196555152662,"drop"
"IRS2",9,3,17,0.00473564715316548,0.874347538606751,0.000000000000000496311847262646,"drop"
"TNFSF10",9,3,17,0.0067606592160827,0.700441630429936,0.0000497869239396433,"drop"
"SAMSN1",9,3,17,-0.200052683894289,0.667234713221583,0.0000000000000000303224229899026,"drop"
"IFRD1",9,3,17,-0.0307784559127072,0.655810668660931,0.114004536907809,"drop"
"KLF9",9,3,17,-0.194838880486981,0.628039003701599,0.00000000000350924588189261,"drop"
"CHMP1B",9,3,17,-0.0370069637065268,0.568490824466258,1,"drop"
"JUND",9,3,17,0.328296530103777,0.534176088590934,0.000000000000000000000343229040790627,"drop"
"TCP11L2",9,3,17,0.02688069366118,0.470305394546857,1,"drop"
"CSGALNACT2",9,3,17,0.0432188860470182,0.464407689179463,0.000307116179642094,"drop"
"AC016831.5",9,3,17,0.0301997350772235,0.446970694896347,1,"drop"
"CYB5B",9,3,17,-0.171169724238645,0.410539306481487,1,"drop"
"ZBTB1",9,3,17,0.183893493671946,0.400053898624219,1,"drop"
"MYADM",9,3,16,-0.0601817488159278,0.971490323030306,0.00000000000103934370244202,"drop"
"SOCS1",9,3,16,-0.503669634282166,0.877593102324704,0.000000000000029069308496773,"drop"
"SH3BP5",9,3,16,-0.130766747657068,0.669557966270316,0.0000000230446744177975,"drop"
"IFNGR1",9,3,16,-0.294893597531446,0.618448648193972,0.00000761058152028676,"drop"
"PAG1",9,3,16,-0.0822541445537504,0.491433093212501,0.00139604452365664,"drop"
"FLOT1",9,3,16,-0.0328291715440558,0.485821860177911,1,"drop"
"AHCTF1",9,3,16,-0.0290388344039456,0.484003332769912,1,"drop"
"AFF4",9,3,16,0.121927673491251,0.460158215855295,1,"drop"
"IDS",9,3,16,-0.0642782517277238,0.456556122463615,0.00000000465616839192343,"drop"
"ZDHHC20",9,3,16,0.111465740550383,0.431610378031477,1,"drop"
"RNF145",9,3,16,0.124750156130774,0.42081626248307,1,"drop"
"HNRNPF",9,3,16,-0.261622579413838,0.389455647479117,0.00000000564734923346785,"drop"
"UPF2",9,3,16,0.0624119586831621,0.376579924160092,1,"drop"
"FAM133B",9,3,16,0.241883333194956,0.352098494505454,0.179025965176221,"drop"
"PF4",9,3,15,0.127087824199762,0.74510632364407,0.00000249833973881308,"drop"
"DUSP2",9,3,15,0.0428322497836355,0.700873866732953,0.0000195119854152669,"drop"
"NFKBIA",9,3,15,-0.0584569774028271,0.684481739703053,0.0000000431516801939305,"drop"
"GBP4",9,3,15,-0.293861572444937,0.630271782576351,0.00993161989031202,"drop"
"CDKN2D",9,3,15,0.376768107790811,0.537639965108434,0.00000000000946180998802911,"drop"
"BTG2",9,3,15,0.273721042396341,0.513490203405025,0.000000000000000000000246847374471051,"drop"
"CBLB",9,3,15,0.0588095443373142,0.510107682543491,0.250286189632526,"drop"
"BAZ1B",9,3,15,-0.281929868184618,0.503192780336763,0.926974307727742,"drop"
"OSER1",9,3,15,0.229064183716563,0.50149052627475,1,"drop"
"PDE4B",9,3,15,0.0941539203855074,0.498103557894866,0.0000631406193308024,"drop"
"DNAJB9",9,3,15,0.114320194742764,0.489560655159495,1,"drop"
"CD55",9,3,15,-0.1874394176133,0.489431441909943,0.000000162913224758724,"drop"
"GIMAP7",9,3,15,-0.407926859931114,0.484854749851244,0.00000000000339752418846937,"drop"
"ZC3H18",9,3,15,-0.274264223837009,0.474911028713626,0.000922638774680625,"drop"
"SMARCA5",9,3,15,-0.333048733139897,0.474118295400962,0.857654703163454,"drop"
"BAZ1A",9,3,15,-0.392670335184396,0.472442909028709,0.00000000836616135477128,"drop"
"MGAT4A",9,3,15,0.272921538298219,0.462927575999459,0.0000168568840661171,"drop"
"RNF19A",9,3,15,0.101753059003213,0.442216447105197,0.640874372468915,"drop"
"FAM214A",9,3,15,-0.0342887899045348,0.42833147299479,1,"drop"
"TUBA4A",9,3,15,-0.129754133345204,0.418762659009099,0.416053908007524,"drop"
"MBD2",9,3,15,0.196960737421424,0.409670656813434,1,"drop"
"VCPIP1",9,3,15,0.136922598753805,0.403241327832592,1,"drop"
"CYFIP2",9,3,15,0.176294128948494,0.401596644894101,1,"drop"
"SATB1",9,3,15,0.0301033814253623,0.401045371023539,0.0000000226020258851194,"drop"
"FGFR1OP2",9,3,15,-0.16264833664053,0.392698357179548,0.119536770192806,"drop"
"KCMF1",9,3,15,0.0774312842184656,0.392068320164389,1,"drop"
"DNAJB1",9,3,15,0.150595291515978,0.384085994898123,1,"drop"
"IFNAR2",9,3,15,-0.0529729769354971,0.376427953741466,1,"drop"
"IL7R",9,3,14,-0.228220674432541,0.675769404861368,0.0000000000000000273965819149526,"drop"
"ZNF281",9,3,14,-0.228726278297985,0.609576477875167,0.17300379352289,"drop"
"CYBC1",9,3,14,-0.451158543129454,0.576322867271756,0.0370054526022076,"drop"
"ITGAL",9,3,14,0.356671269124044,0.492525484517561,1,"drop"
"ISG20",9,3,14,-0.315594312803581,0.489669891546338,0.000000000102020485218347,"drop"
"IL16",9,3,14,-0.189699036772353,0.475442958026392,1,"drop"
"CNOT6L",9,3,14,-0.143045399518048,0.444948571323271,0.000000000000000332400419590378,"drop"
"ATF6",9,3,14,-0.124375533499481,0.441494574232181,1,"drop"
"SPTY2D1",9,3,14,0.22912982516494,0.438101704897847,1,"drop"
"PTPN6",9,3,14,-0.351555280523587,0.43742661643311,0.0684994394490653,"drop"
"SYTL1",9,3,14,-0.165283981547299,0.425108516977493,1,"drop"
"SRSF2",9,3,14,-0.116725110472832,0.424778753615168,0.0392123480464467,"drop"
"DYRK2",9,3,14,0.150353283283681,0.419826765747261,1,"drop"
"CAB39",9,3,14,-0.288891227388063,0.414721667512315,0.845538611653278,"drop"
"USP10",9,3,14,-0.348294856051006,0.413824139127367,0.00156126496826869,"drop"
"TNFAIP8",9,3,14,0.0427654269132215,0.41116558199597,0.000105132234193779,"drop"
"TUT7",9,3,14,-0.311932062197691,0.406206343701907,0.00365437588776149,"drop"
"ACTR3",9,3,14,-0.116220675355218,0.397663249448871,0.00000000000027604303602792,"drop"
"SRSF5",9,3,14,-0.120914921346077,0.397585114019875,0.0000000000000000000000000000000000000387437498760564,"drop"
"PDCD10",9,3,14,-0.141167450387583,0.386840371916421,1,"drop"
"NIPBL",9,3,14,-0.280726498932593,0.386033288629949,0.0000000737268579560371,"drop"
"MAP3K2",9,3,14,0.0705955715585291,0.381906094196538,1,"drop"
"CAPN7",9,3,14,-0.101297115916151,0.368624177885105,1,"drop"
"C5orf56",9,3,13,0.0497251887190265,0.618455973118381,1,"drop"
"HIST1H2AC",9,3,13,0.0709129583667095,0.545739158408654,0.0790516751791641,"drop"
"PIK3CD",9,3,13,0.0127784081136828,0.490232843590565,1,"drop"
"TAP1",9,3,13,-0.300412390511201,0.487755022208941,0.000283845130598907,"drop"
"CCNH",9,3,13,-0.34075942948288,0.487295336995291,0.0244574999094121,"drop"
"ZBTB38",9,3,13,-0.00571985251004884,0.482655178916191,1,"drop"
"CBL",9,3,13,0.0406979231320181,0.463698632758036,1,"drop"
"IER2",9,3,13,-0.0110947578814735,0.458510600873949,0.00000183648526622755,"drop"
"CRIP1",9,3,13,-0.0846170595914761,0.44065519270794,0.00000000000120144242622682,"drop"
"UBE2R2",9,3,13,-0.207736174274096,0.427273057217559,1,"drop"
"HMBOX1",9,3,13,-0.155095842801873,0.424514791646516,1,"drop"
"ARHGAP25",9,3,13,-0.207414671500183,0.424231447684077,1,"drop"
"IREB2",9,3,13,0.172295738532054,0.408762908138637,1,"drop"
"ORAI1",9,3,13,-0.174894911688583,0.407200097501623,0.00230861220323833,"drop"
"PCMTD1",9,3,13,0.109657811581082,0.406277564964821,1,"drop"
"USP7",9,3,13,0.31364524178819,0.40262286934664,1,"drop"
"VCP",9,3,13,-0.397768006552019,0.397768006552019,1,"drop"
"SELL",9,3,13,0.212174357967451,0.397016959199035,0.0000000017139886883181,"drop"
"PAN3",9,3,13,-0.183042903042015,0.386517604265169,1,"drop"
"HERC1",9,3,13,0.205104283616584,0.375597976047326,1,"drop"
"XPO6",9,3,13,-0.0340480187757845,0.340985109675702,1,"drop"
"DCAF7",9,2,13,-0.297278412107428,0.3400870468709,1,"drop"
"MSL2",9,3,13,-0.0253141339454336,0.336837262410112,1,"drop"
"ANKRD13D",9,3,13,0.0238674731717188,0.328157788013755,1,"drop"
"BTN3A2",9,3,12,-0.263033907055672,0.618935508458318,1,"drop"
"TCF7",9,3,12,0.353260669183808,0.472390293838201,0.0132899011523391,"drop"
"SP110",9,3,12,0.145817285919074,0.411756630395347,0.000259320314420169,"drop"
"FBXO33",9,3,12,0.225132446739622,0.386823556495916,1,"drop"
"RIN3",9,3,12,-0.0575365986046199,0.376889639086138,1,"drop"
"STK38",9,3,12,-0.162648232802614,0.363458650069541,1,"drop"
"PLAAT4",9,3,12,-0.078660010473342,0.339633655644534,0.00216839312012795,"drop"
"NRDC",9,3,12,-0.119430141316393,0.314298064161539,1,"drop"
"TRAF3IP3",9,3,11,-0.242208029154807,0.454503583191811,0.0000000974646675361864,"drop"
"FBXO11",9,3,11,-0.0929758336256355,0.420807897616805,1,"drop"
"PPP3CB",9,3,11,0.146665858499551,0.403116594641186,1,"drop"
"PBRM1",9,3,11,-0.320361541291229,0.378266669015182,0.119576398920649,"drop"
"WASHC4",9,3,11,-0.173805715331439,0.359312278013812,0.213499820577577,"drop"
"PPP6R2",9,3,11,0.212215997521476,0.335989418742985,1,"drop"
"PPP1R12A",9,3,11,-0.213941133659435,0.318535195167805,0.00000451120919231388,"drop"
"LY6E",9,3,10,0.949157121021874,1.0852763507326,0.0000000000000761351023662372,"drop"
"TSG101",9,3,10,-0.241805917412888,0.465992576908845,0.0649149442410202,"drop"
"DENR",9,3,10,-0.0880513083044147,0.351500886346233,1,"drop"
"NAPA",9,3,9,0.150775721395871,0.404190369236389,1,"drop"
"ZNF331",8,3,22,0.303042204571194,0.917749091462433,0.00000000000000574762220302282,"drop"
"MT-ND6",8,3,20,0.421826540422755,0.450353380095369,1,"drop"
"JUN",8,3,19,-0.418566942814794,1.23549553725744,0.0000000000301718286391352,"drop"
"NRGN",8,3,19,0.324112346716016,0.584351455581657,0.000138779552468431,"drop"
"DCTN6",8,3,19,-0.044258678197374,0.475443563140451,0.0145992980449646,"drop"
"NR4A2",8,3,18,0.166860909973095,1.34278841183556,0.000000221759079178092,"drop"
"CREM",8,3,18,0.199413454874388,0.756920630911425,0.000000000000367856698713274,"drop"
"RBM38",8,3,18,0.363777824057667,0.636546343959665,0.0241877633301044,"drop"
"HSPH1",8,3,18,-0.277159006894039,0.571506729490264,0.0279300214379179,"drop"
"VPS37B",8,3,18,0.141974432875937,0.496590119192318,1,"drop"
"ST6GAL1",8,3,18,-0.0693813804386941,0.493478539832612,0.639617562827886,"drop"
"DAXX",8,3,18,-0.204439179204447,0.412322588499598,0.0022371596431374,"drop"
"S100A11",8,3,17,-0.508280165281413,0.583305177147848,0.00000000000000000968406639826751,"drop"
"CYTH4",8,3,17,-0.0493480770641166,0.528135021331282,1,"drop"
"NDUFA8",8,3,17,-0.484282539633209,0.514372630817888,0.0058006277847414,"drop"
"GBP2",8,3,17,-0.260133028364681,0.469827349946577,0.00842622868092719,"drop"
"ITGB1",8,3,17,-0.163753665535464,0.463357291217481,0.397225081368712,"drop"
"ZZEF1",8,3,17,0.0422125324615901,0.423567735761997,1,"drop"
"KDM6B",8,3,16,-0.0282467026785296,0.901045142954884,0.000821097536738579,"drop"
"NXT1",8,3,16,0.128887095657682,0.550964523148693,0.465763078168279,"drop"
"GADD45B",8,3,16,0.0615925914539926,0.55056363824199,0.066254746505979,"drop"
"SLC38A2",8,3,16,-0.0577769729471383,0.544653369707815,0.852360642075953,"drop"
"GABARAPL1",8,3,16,0.0203375612343771,0.538075797919213,1,"drop"
"PPP1R15B",8,3,16,0.0417534016281947,0.52231488591758,1,"drop"
"CCDC28A",8,3,16,-0.186004210438109,0.516956112055906,0.38152014983235,"drop"
"C16orf54",8,3,16,-0.125819490174975,0.509870136247668,0.0000451304852342535,"drop"
"HPS4",8,3,16,0.127512540865086,0.479209614890314,1,"drop"
"PCNX1",8,3,16,-0.193797867882278,0.454476826474321,0.000969797489632034,"drop"
"KIN",8,3,16,-0.0814678791355204,0.441344242514721,1,"drop"
"PLEKHA2",8,3,16,-0.0472830691141871,0.439364294437673,0.544728261677574,"drop"
"DCAF16",8,3,16,0.256864823459371,0.424965966307912,1,"drop"
"COPS4",8,3,16,-0.179943626776706,0.413474514131177,1,"drop"
"RGS19",8,3,16,-0.20981241836483,0.396389614862565,0.000206624259775932,"drop"
"MYLIP",8,3,16,0.15180166621229,0.383869515615591,1,"drop"
"GNG11",8,3,15,0.499251607536052,0.64022455403701,0.00000298528355589166,"drop"
"MAP3K7CL",8,3,15,0.486407462536239,0.616814038283975,1,"drop"
"C14orf119",8,3,15,-0.496610449965274,0.583200997526807,0.0581736293907823,"drop"
"CD69",8,3,15,0.113376563935123,0.566898076198592,0.00000206049626513523,"drop"
"VCL",8,3,15,0.193732350866237,0.56319202110894,0.0000471431152024904,"drop"
"RAB10",8,3,15,-0.320174861878625,0.554277707253831,0.0861740316809253,"drop"
"RC3H2",8,3,15,0.418289648930997,0.535794844335673,1,"drop"
"GADD45A",8,3,15,0.0344464478320352,0.530273458903757,1,"drop"
"RYBP",8,3,15,0.0746215172341649,0.523332024755177,1,"drop"
"CGRRF1",8,3,15,0.261027216286964,0.517751582488831,1,"drop"
"CRYBG1",8,3,15,-0.352595669348147,0.509438984134146,0.0171314018427519,"drop"
"RASA2",8,3,15,-0.427313017115586,0.506693854927458,1,"drop"
"PPP4C",8,3,15,-0.287163877157691,0.498307675994807,0.000649946496800336,"drop"
"GIMAP4",8,3,15,-0.397069123587261,0.487595974483246,0.000000000000000100660647426361,"drop"
"UBE2Q1",8,3,15,0.487185900525059,0.487185900525059,0.301342025069267,"drop"
"MRPS31",8,3,15,-0.298379902323687,0.487111134648258,1,"drop"
"CD74",8,3,15,0.173631145967391,0.469170573322614,0.00000000000000000633889546418687,"drop"
"MALT1",8,3,15,0.346180981670009,0.465107267627267,1,"drop"
"HPF1",8,3,15,-0.256977505610631,0.46357554766275,0.0781163595244507,"drop"
"FAM177A1",8,3,15,-0.068156240670643,0.459966480278066,0.000000141994398760428,"drop"
"EHD1",8,3,15,-0.304363345800697,0.459740794977626,1,"drop"
"IDI1",8,3,15,0.181624348490339,0.452217328731939,0.280284752912586,"drop"
"APBB1IP",8,3,15,-0.248168585585913,0.448657049160167,0.0000305716671906031,"drop"
"RNF125",8,3,15,0.202001537160676,0.442538044144773,0.000000161591275443645,"drop"
"PPID",8,3,15,-0.332365434204824,0.43740177795138,1,"drop"
"MRPL32",8,3,15,-0.379233297670678,0.437039721935064,0.39020851023162,"drop"
"CCSER2",8,3,15,0.164707984424838,0.430725452632638,1,"drop"
"SRPK1",8,3,15,-0.171462283060102,0.429363692093368,1,"drop"
"KDM6A",8,3,15,0.136901436574917,0.428186281205707,1,"drop"
"PTPN22",8,3,15,-0.0849887906071599,0.427391095366156,1,"drop"
"TSTA3",8,3,15,-0.279668893126798,0.425907878025318,1,"drop"
"ZNF430",8,3,15,-0.013171325561968,0.422956073786809,1,"drop"
"ARFGEF1",8,3,15,-0.0285019733640641,0.415742202864472,1,"drop"
"TSPYL1",8,3,15,0.212740070981906,0.413815962169716,1,"drop"
"RB1CC1",8,3,15,0.0425814557111396,0.37940263857543,1,"drop"
"LINC01578",8,3,15,0.354576894748855,0.354576894748855,0.000000950537495427331,"drop"
"IFI6",8,3,14,0.604970361144873,0.888293066220459,0.00000000000000162404383566174,"drop"
"CCR7",8,3,14,0.39735284310345,0.773215038489395,0.00000000000000000000372359242803342,"drop"
"PTGER4",8,3,14,-0.0656839908128143,0.732977195958479,0.0478853997191499,"drop"
"MAP3K8",8,3,14,0.440147868984296,0.595525763239842,0.000213191885642208,"drop"
"CCL5",8,3,14,0.161225278669005,0.560632731031002,0.0000413801594212328,"drop"
"DDIT3",8,3,14,-0.0820664796609897,0.535686322038039,1,"drop"
"NCOA4",8,3,14,0.282085494428972,0.526431821855055,0.119385359637867,"drop"
"HSPA8",8,2,14,-0.302741878730454,0.474792735617207,0.000000000000000138776654702148,"drop"
"RAB37",8,3,14,-0.202173248946071,0.469449242333082,1,"drop"
"DYNLT1",8,3,14,0.159348700820199,0.467473915400979,0.0000000878078022889743,"drop"
"ICAM2",8,3,14,-0.316187756521139,0.467213315381963,0.00187188511256601,"drop"
"PTPN1",8,3,14,0.104980577988682,0.462324809814257,0.716432056680233,"drop"
"ZNF91",8,3,14,-0.153434069179223,0.456048929927724,1,"drop"
"HIPK1",8,3,14,0.0289985890022145,0.455805206270994,1,"drop"
"MARF1",8,3,14,-0.0408379501732754,0.453078840196303,1,"drop"
"MED6",8,3,14,0.0246488954967343,0.451342152526517,1,"drop"
"ETF1",8,3,14,0.185933600947704,0.443296620881648,1,"drop"
"NPTN",8,3,14,-0.19293767718895,0.441342456884134,0.445708665196381,"drop"
"ATP2B1",8,3,14,0.0475960049078595,0.439738069543011,0.000737268810263881,"drop"
"CENPC",8,3,14,0.0482916312345375,0.438908394347512,1,"drop"
"ARIH1",8,3,14,0.191123466514311,0.438505947694093,1,"drop"
"PRKAA1",8,3,14,0.0375863050898006,0.423255833843811,1,"drop"
"ZNF451",8,3,14,0.0650982877921881,0.421277545576159,1,"drop"
"DPY30",8,3,14,-0.281124467949982,0.413169989281577,1,"drop"
"MRPL23",8,3,14,0.264072533134573,0.406968895111285,1,"drop"
"RO60",8,3,14,-0.0491269922263656,0.403629475712935,1,"drop"
"ACADM",8,3,14,-0.0356960596595898,0.39904692675513,1,"drop"
"MRPS18C",8,3,14,-0.184713531241187,0.396087029956159,0.0000783144955665737,"drop"
"GNA13",8,3,14,0.164118060130445,0.390745972256177,1,"drop"
"HIF1A",8,3,14,0.187905608170633,0.371229986143048,1,"drop"
"ARL16",8,3,14,-0.00195168723655422,0.362466713092362,1,"drop"
"SRSF7",8,3,14,-0.138964697433261,0.353208525423646,0.00147403787827587,"drop"
"MX2",8,3,13,0.636862302040265,0.918923013830485,0.0000000159762484822277,"drop"
"LTB",8,3,13,0.270943012087346,0.629577676827969,0.000000000000000000552363537627056,"drop"
"MLH3",8,3,13,-0.0445796009897126,0.5843868165959,0.734578357271316,"drop"
"STAT2",8,3,13,0.165913551479262,0.575016118878692,0.704675649826847,"drop"
"TRIM38",8,3,13,0.293709582753347,0.533233404875658,0.00428487680078165,"drop"
"RPS6KA1",8,3,13,-0.0873304391206953,0.498132570447835,0.000137376792900149,"drop"
"AP3B1",8,3,13,0.386814411723622,0.496011990162451,1,"drop"
"ZNF276",8,3,13,-0.302807314366122,0.494255475562743,1,"drop"
"CCDC59",8,3,13,0.355089014363075,0.49421419152787,1,"drop"
"IRF2BP2",8,3,13,0.358014065705519,0.491456286439007,0.0000489268637974588,"drop"
"NCF1",8,3,13,0.17369212017614,0.485464619747676,0.0329459495303479,"drop"
"LUC7L2",8,3,13,-0.0250573668824545,0.479228686190329,1,"drop"
"GLRX",8,3,13,-0.305259005903306,0.473483182467962,0.000466317499437861,"drop"
"WHAMM",8,3,13,0.199810805813407,0.472596829349614,0.100870683845006,"drop"
"GPR183",8,3,13,0.188732188337886,0.470132150630588,0.00175810258097466,"drop"
"PIK3R1",8,3,13,0.162565669399379,0.459921635127004,0.0000000431114050355885,"drop"
"IL6ST",8,3,13,-0.111227340789995,0.454709548160507,0.0222369985276176,"drop"
"STAU1",8,3,13,-0.0137596212388762,0.454185331563329,1,"drop"
"PIM2",8,3,13,0.135168283839883,0.447979944189613,1,"drop"
"SLK",8,3,13,0.023284926538731,0.442943972142081,1,"drop"
"AFTPH",8,3,13,-0.140469527922657,0.436823287068034,0.37239301334862,"drop"
"GABPB1-AS1",8,3,13,0.122149066551365,0.436092339166184,1,"drop"
"MT-ND3",8,3,13,0.334179099740646,0.434525834951955,0.0000000000000000000000000000000000000000000000000000000628663550071273,"drop"
"DPP8",8,3,13,-0.120035103095299,0.434198642812844,1,"drop"
"PPM1A",8,3,13,0.142745230003932,0.429212430842442,1,"drop"
"MTHFS",8,3,13,-0.234829199722177,0.427601109499619,1,"drop"
"WIPF2",8,3,13,-0.0311905329645853,0.426695214114071,1,"drop"
"DMAC2L",8,3,13,-0.0391757977060109,0.424878368007527,1,"drop"
"FLI1",8,3,13,-0.307031814921398,0.422182991896196,0.314123337872057,"drop"
"MSL1",8,3,13,0.172827201179369,0.414270643767117,1,"drop"
"CHD4",8,3,13,0.114463793566714,0.412817581674332,1,"drop"
"MPHOSPH10",8,3,13,-0.20474230391523,0.407443950378376,1,"drop"
"TAF12",8,3,13,-0.143660758334919,0.404405210765245,1,"drop"
"SELPLG",8,3,13,-0.119226315706976,0.397840921158547,1,"drop"
