"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.40377261742445,0.586,0.182,0,"Monocytes","PECAM1"
0,1.66092548182652,0.704,0.301,0,"Monocytes","FOS"
0,1.42904522360994,0.51,0.108,0,"Monocytes","HCK"
0,3.32532621999296,0.547,0.145,0,"Monocytes","CTSA"
0,5.2438069757135,0.431,0.032,0,"Monocytes","THBS1"
0,2.69375216116914,0.463,0.065,0,"Monocytes","JDP2"
0,1.43849987821775,0.48,0.082,0,"Monocytes","RXRA"
0,2.22462292116495,0.694,0.296,0,"Monocytes","APLP2"
0,1.16248871573854,0.753,0.356,0,"Monocytes","ASAH1"
0,0.979559500850731,0.532,0.135,0,"Monocytes","PLAUR"
0,1.4387789121174,0.636,0.242,0,"Monocytes","RTN3"
0,3.05209208335121,0.467,0.073,0,"Monocytes","C19orf38"
0,1.53031660684518,0.48,0.089,0,"Monocytes","PILRA"
0,2.28744983912185,0.734,0.345,0,"Monocytes","PKM"
0,1.78956347597257,0.675,0.287,0,"Monocytes","ANXA5"
0,1.1824769919795,0.547,0.162,0,"Monocytes","PGD"
0,2.04147644313543,0.527,0.143,0,"Monocytes","DPYD"
0,1.77984615981586,0.556,0.173,0,"Monocytes","CTSH"
0,2.98631190444996,0.453,0.07,0,"Monocytes","TMEM170B"
0,2.90120028352796,0.692,0.309,0,"Monocytes","GSTO1"
0,2.39859287162982,0.451,0.069,0,"Monocytes","IER3"
0,2.23049265610653,0.542,0.164,0,"Monocytes","MFSD1"
0,0.539459301581353,0.553,0.176,0,"Monocytes","CPPED1"
0,1.99718149983002,0.766,0.389,0,"Monocytes","FKBP1A"
0,1.50051245383353,0.664,0.292,0,"Monocytes","BNIP3L"
0,2.21696738508078,0.662,0.291,0,"Monocytes","PLEKHO1"
0,2.10096609855846,0.73,0.359,0,"Monocytes","AIF1"
0,1.76731665033647,0.535,0.164,0,"Monocytes","NUP214"
0,1.69597047143621,0.523,0.152,0,"Monocytes","IFNGR2"
0,2.77577340010971,0.779,0.409,0,"Monocytes","PSAP"
0,1.48998531264351,0.485,0.116,0,"Monocytes","TBXAS1"
0,2.24281864671901,0.466,0.097,0,"Monocytes","GNS"
0,1.77100633342017,0.745,0.376,0,"Monocytes","TYROBP"
0,2.127966559941,0.462,0.093,0,"Monocytes","LGALS2"
0,1.20221856428163,0.62,0.252,0,"Monocytes","FCGRT"
0,1.34660914400812,0.414,0.048,0,"Monocytes","CLEC4E"
0,2.25078227337514,0.505,0.14,0,"Monocytes","KLF10"
0,0.921725114777152,0.658,0.297,0,"Monocytes","TNFRSF1B"
0,1.03694879234877,0.549,0.189,0,"Monocytes","CCDC88A"
0,1.24040862928422,0.658,0.298,0,"Monocytes","ANXA2"
0,1.73855454534757,0.677,0.317,0,"Monocytes","RIOK3"
0,1.64338181417234,0.519,0.159,0,"Monocytes","AGTRAP"
0,0.800492707641114,0.591,0.231,0,"Monocytes","OGFRL1"
0,3.05139960346761,0.437,0.078,0,"Monocytes","ZNF385A"
0,2.23417582274649,0.465,0.108,0,"Monocytes","GRINA"
0,0.635039300320838,0.467,0.11,0,"Monocytes","DUSP6"
0,1.63402193724539,0.547,0.191,0,"Monocytes","PPT1"
0,1.34634998284947,0.423,0.067,0,"Monocytes","CCR1"
0,2.43335948846587,0.498,0.142,0,"Monocytes","AHR"
0,2.3001609213785,0.458,0.103,0,"Monocytes","CREG1"
0,0.813766845659156,0.531,0.176,0,"Monocytes","MARCKS"
0,0.708005272661013,0.536,0.181,0,"Monocytes","IL17RA"
0,1.58804501455119,0.551,0.199,0,"Monocytes","ZYX"
0,1.95264819416279,0.444,0.092,0,"Monocytes","EMILIN2"
0,2.201721866801,0.484,0.133,0,"Monocytes","SCPEP1"
0,1.43962155316735,0.717,0.367,0,"Monocytes","LGALS1"
0,0.95039012634414,0.685,0.336,0,"Monocytes","VSIR"
0,1.15638627017991,0.491,0.143,0,"Monocytes","ETS2"
0,4.34576045445574,0.385,0.038,0,"Monocytes","ASGR1"
0,2.83921610206396,0.398,0.051,0,"Monocytes","PRAM1"
0,1.78893847007658,0.811,0.465,0,"Monocytes","COTL1"
0,1.71810124307122,0.538,0.193,0,"Monocytes","MARCH1"
0,0.96991913623013,0.452,0.107,0,"Monocytes","SLC43A2"
0,1.71210398727159,0.53,0.186,0,"Monocytes","DPYSL2"
0,1.31679887137609,0.456,0.112,0,"Monocytes","ITGAM"
0,1.11138586053083,0.556,0.213,0,"Monocytes","MYADM"
0,1.68534683796118,0.424,0.081,0,"Monocytes","LRRC25"
0,1.70920683330881,0.571,0.229,0,"Monocytes","TPP1"
0,2.65971298801101,0.642,0.301,0,"Monocytes","FERMT3"
0,1.50761845850259,0.534,0.193,0,"Monocytes","ATP2B1-AS1"
0,1.5899982576504,0.699,0.359,0,"Monocytes","ZEB2"
0,1.05647632435157,0.553,0.214,0,"Monocytes","SNX10"
0,1.48503309864678,0.608,0.269,0,"Monocytes","ZFAND5"
0,1.55317395863662,0.684,0.346,0,"Monocytes","CAPZA2"
0,1.6288098174991,0.414,0.077,0,"Monocytes","AC090559.1"
0,5.8293875382623,0.342,0.006,0,"Monocytes","CYP1B1"
0,2.86133621120488,0.375,0.039,0,"Monocytes","BST1"
0,1.07224262305183,0.569,0.234,0,"Monocytes","SLC2A3"
0,1.04242539356133,0.58,0.245,0,"Monocytes","RILPL2"
0,3.15507570854751,0.562,0.228,0,"Monocytes","VCL"
0,1.52286753214168,0.679,0.345,0,"Monocytes","AP2S1"
0,1.37484434265663,0.46,0.126,0,"Monocytes","NAIP"
0,1.54937520137965,0.669,0.335,0,"Monocytes","NPC2"
0,0.279487926582776,0.536,0.203,0,"Monocytes","GCA"
0,2.27157578398073,0.441,0.108,0,"Monocytes","WARS"
0,1.29346753246093,0.554,0.222,0,"Monocytes","CASP1"
0,0.899088256192029,0.539,0.209,0,"Monocytes","THEMIS2"
0,3.63396543041159,0.504,0.174,0,"Monocytes","RGS18"
0,1.63709125915232,0.39,0.062,0,"Monocytes","ANPEP"
0,1.33321503377829,0.629,0.302,0,"Monocytes","PYCARD"
0,2.03714567558019,0.498,0.173,0,"Monocytes","CRTAP"
0,0.984153128149823,0.667,0.344,0,"Monocytes","ARRB2"
0,1.52067193145,0.383,0.061,0,"Monocytes","PYGL"
0,1.92889093251761,0.573,0.251,0,"Monocytes","LTA4H"
0,3.99922890598967,0.402,0.081,0,"Monocytes","F13A1"
0,0.823902183705173,0.456,0.136,0,"Monocytes","ATP6V1B2"
0,1.6676071230219,0.485,0.165,0,"Monocytes","CD4"
0,1.15913125276889,0.504,0.185,0,"Monocytes","IFITM3"
0,1.59435295043056,0.409,0.091,0,"Monocytes","RNF144B"
0,1.76585359050918,0.487,0.169,0,"Monocytes","SPTLC2"
0,1.41910735072702,0.531,0.216,0,"Monocytes","CSGALNACT2"
0,1.34226596115563,0.795,0.481,0,"Monocytes","ATP6V0C"
0,2.34307872288676,0.373,0.059,0,"Monocytes","NLRP3"
0,5.0778111960425,0.334,0.02,0,"Monocytes","GASK1B"
0,1.14011998303531,0.47,0.156,0,"Monocytes","UBE2D1"
0,5.41210103972759,0.326,0.013,0,"Monocytes","TMEM176B"
0,1.24040153384731,0.447,0.135,0,"Monocytes","SH3BP2"
0,1.5865487495024,0.455,0.144,0,"Monocytes","AGFG1"
0,2.49222112197841,0.37,0.059,0,"Monocytes","SULT1A1"
0,3.82628821006397,0.351,0.042,0,"Monocytes","HNMT"
0,2.72076777287074,0.381,0.072,0,"Monocytes","KLF4"
0,0.830369188793464,0.359,0.05,0,"Monocytes","SMIM25"
0,1.37475046455103,0.526,0.218,0,"Monocytes","MGAT1"
0,1.97716748812917,0.441,0.133,0,"Monocytes","CORO1C"
0,2.29499943987819,0.401,0.095,0,"Monocytes","SHTN1"
0,1.62351745289045,0.515,0.21,0,"Monocytes","HSBP1"
0,1.66578201538629,0.342,0.037,0,"Monocytes","NFAM1"
0,1.64663780359581,0.367,0.062,0,"Monocytes","LILRA2"
0,3.16783072954097,0.348,0.043,0,"Monocytes","HMOX1"
0,1.15325017757962,0.433,0.129,0,"Monocytes","SGK1"
0,1.55819706611886,0.775,0.472,0,"Monocytes","FLNA"
0,2.20983536175307,0.402,0.1,0,"Monocytes","CD86"
0,0.725154352944986,0.383,0.081,0,"Monocytes","CKAP4"
0,1.25738024736045,0.358,0.056,0,"Monocytes","APOBEC3A"
0,2.46229700054117,0.408,0.108,0,"Monocytes","SAP30"
0,1.94435267135428,0.714,0.414,0,"Monocytes","BRI3"
0,1.20531705240212,0.419,0.119,0,"Monocytes","AL034397.3"
0,1.97192105498917,0.711,0.412,0,"Monocytes","TKT"
0,0.690213458295066,0.369,0.072,0,"Monocytes","PTAFR"
0,1.85027460076476,0.413,0.118,0,"Monocytes","CTNNA1"
0,2.06993795760216,0.382,0.088,0,"Monocytes","RHOB"
0,1.2882374056717,0.437,0.143,0,"Monocytes","AOAH"
0,0.540318253709492,0.393,0.1,0,"Monocytes","RBM47"
0,1.67019936941174,0.387,0.094,0,"Monocytes","CLEC4A"
0,1.00652799211509,0.429,0.136,0,"Monocytes","SNX27"
0,1.45319709339411,0.407,0.114,0,"Monocytes","FAM49A"
0,1.38687196066191,0.375,0.082,0,"Monocytes","SLC8A1"
0,1.78491818794555,0.444,0.153,0,"Monocytes","ADIPOR1"
0,0.748773811682033,0.892,0.601,0,"Monocytes","SAT1"
0,2.7869156599629,0.354,0.063,0,"Monocytes","TNFSF13"
0,4.10388744759708,0.324,0.034,0,"Monocytes","RETN"
0,2.73410963803804,0.319,0.029,0,"Monocytes","KCNE3"
0,1.4439575627628,0.428,0.138,0,"Monocytes","CHP1"
0,1.48821125065188,0.409,0.119,0,"Monocytes","LACTB"
0,2.09930951778601,0.399,0.11,0,"Monocytes","LMO2"
0,1.3733402195259,0.341,0.052,0,"Monocytes","RAB3D"
0,1.21842682400477,0.427,0.138,0,"Monocytes","EHBP1L1"
0,1.55541525467787,0.406,0.118,0,"Monocytes","PRKACA"
0,2.99248560017345,0.351,0.063,0,"Monocytes","ZFHX3"
0,1.58267516572167,0.413,0.126,0,"Monocytes","METTL7A"
0,3.00428869980317,0.323,0.038,0,"Monocytes","OSCAR"
0,3.00182463743013,0.345,0.06,0,"Monocytes","CSF1R"
0,2.02126094058163,0.397,0.113,0,"Monocytes","GRK3"
0,3.45527902625816,0.334,0.051,0,"Monocytes","MGST1"
0,2.22927187450751,0.365,0.082,0,"Monocytes","RASSF4"
0,2.8564451562878,0.404,0.122,0,"Monocytes","ANO6"
0,1.90971531775288,0.384,0.104,0,"Monocytes","SCO2"
0,0.990541998900982,0.391,0.113,0,"Monocytes","NINJ1"
0,4.15106357069312,0.299,0.021,0,"Monocytes","SLC24A4"
0,0.580962574184595,0.398,0.121,0,"Monocytes","PLXNC1"
0,1.39917388757379,0.34,0.063,0,"Monocytes","SIRPA"
0,1.76354156497327,0.371,0.095,0,"Monocytes","NUDT16"
0,2.92520530077251,0.338,0.065,0,"Monocytes","PLXNB2"
0,3.12235995232436,0.317,0.045,0,"Monocytes","TTYH3"
0,2.19705968635416,0.323,0.053,0,"Monocytes","SLC31A2"
0,2.34230181232545,0.346,0.077,0,"Monocytes","LILRB1"
0,0.491274773402112,0.377,0.109,0,"Monocytes","ALOX5"
0,4.75144773148538,0.283,0.015,0,"Monocytes","ALDH1A1"
0,1.92379452926546,0.315,0.049,0,"Monocytes","NACC2"
0,2.45092359589036,0.341,0.075,0,"Monocytes","CD33"
0,2.10471647756721,0.35,0.087,0,"Monocytes","SCIMP"
0,1.18030682947715,0.368,0.106,0,"Monocytes","AC020916.1"
0,2.77224923597831,0.296,0.034,0,"Monocytes","LILRA1"
0,2.13191110419029,0.351,0.091,0,"Monocytes","BLVRA"
0,1.68757334354177,0.373,0.113,0,"Monocytes","PDXK"
0,1.93050558033985,0.364,0.105,0,"Monocytes","KIAA0930"
0,1.20437460502583,0.307,0.05,0,"Monocytes","SIRPB1"
0,0.983221305278687,0.322,0.066,0,"Monocytes","FGD4"
0,3.37978180171325,0.284,0.029,0,"Monocytes","SGMS2"
0,1.54048119928365,0.322,0.072,0,"Monocytes","SLC15A3"
0,1.22650161458623,0.328,0.078,0,"Monocytes","CAMKK2"
0,1.30076927967087,0.342,0.092,0,"Monocytes","ATP11A"
0,3.34261773718586,0.316,0.067,0,"Monocytes","CDKN1A"
0,0.765412779854108,0.327,0.079,0,"Monocytes","CXCL16"
0,0.407695161453472,0.322,0.077,0,"Monocytes","CREB5"
0,2.34122466780407,0.278,0.035,0,"Monocytes","ALDH3B1"
0,1.63655486403066,0.26,0.019,0,"Monocytes","CRISPLD2"
0,2.19129917126363,0.307,0.066,0,"Monocytes","TESC"
0,2.15501837171801,0.277,0.037,0,"Monocytes","CD300LF"
0,1.45488267644682,0.308,0.068,0,"Monocytes","TET3"
0,0.82142355123257,0.321,0.082,0,"Monocytes","PPM1F"
0,2.08396112941894,0.326,0.09,0,"Monocytes","KYNU"
0,1.8854055805617,0.303,0.068,0,"Monocytes","EVI5"
0,1.36682485002643,0.734,0.499,0,"Monocytes","S100A11"
0,1.11962693446576,0.284,0.05,0,"Monocytes","SECTM1"
0,0.632589971312507,0.27,0.037,0,"Monocytes","CHST15"
0,1.6361363176826,0.268,0.036,0,"Monocytes","TLR8"
0,2.09016400187235,0.3,0.068,0,"Monocytes","MCTP1"
0,1.30474418495096,0.263,0.033,0,"Monocytes","DOK3"
0,1.8940770060992,0.293,0.068,0,"Monocytes","ZNF467"
0,3.7906597013079,0.257,0.033,0,"Monocytes","EPB41L3"
0,1.83165757909067,0.289,0.065,0,"Monocytes","ODF3B"
0,1.90650899761785,0.283,0.061,0,"Monocytes","GAA"
0,0.615300740493667,0.273,0.052,0,"Monocytes","MEFV"
0,3.44365625315588,0.254,0.033,0,"Monocytes","ADAP2"
0,2.03371319061475,0.253,0.033,0,"Monocytes","QPCT"
0,2.4109477813772,0.286,0.066,0,"Monocytes","SMCO4"
0,2.31008847051032,0.288,0.069,0,"Monocytes","RASGEF1B"
0,1.6319838226207,0.276,0.058,0,"Monocytes","QSOX1"
0,2.57642556629231,0.255,0.038,0,"Monocytes","SORT1"
0,2.69875333799622,0.284,0.067,0,"Monocytes","CYFIP1"
0,4.46172471222888,0.279,0.064,0,"Monocytes","SNCA"
0,1.73001277001033,0.724,0.51,0,"Monocytes","TSPO"
0,2.7460776763243,0.266,0.053,0,"Monocytes","TFEC"
0,2.35726725791986,0.276,0.065,0,"Monocytes","CD1D"
0,2.26403654042879,0.276,0.066,0,"Monocytes","MAP3K20"
0,0.790364954729588,0.25,0.051,0,"Monocytes","PLEKHO2"
0,1.71748812837144,0.88,0.698,0,"Monocytes","ARPC1B"
0,2.78120012511854,0.739,0.557,0,"Monocytes","CTSS"
0,1.18674531996376,0.845,0.67,0,"Monocytes","ARPC5"
0,1.33022812285299,0.865,0.739,0,"Monocytes","GAPDH"
0,2.14615364909741,0.983,0.877,0,"Monocytes","OAZ1"
0,0.963539958714366,0.827,0.724,0,"Monocytes","GABARAP"
0,1.44182348182094,0.955,0.871,0,"Monocytes","SH3BGRL3"
0,1.87630734282375,0.989,0.963,0,"Monocytes","FTL"
0,1.09078351109723,0.965,0.979,0,"Monocytes","ACTB"
0,1.23543397578704,0.949,0.96,0,"Monocytes","H3F3A"
0,1.45247397746043,0.992,0.988,0,"Monocytes","FTH1"
8.89318162514244e-323,0.649843382639084,0.575,0.226,3.25499340661838e-318,"Monocytes","JAML"
2.66795448754273e-322,0.872906882137691,0.424,0.141,9.76498021985515e-318,"Monocytes","MAP3K3"
3.75489890839347e-322,0.966178049887519,0.398,0.129,1.3743305494611e-317,"Monocytes","C9orf72"
1.41302774710597e-320,0.682680105244166,0.372,0.111,5.17182285718254e-316,"Monocytes","ENTPD1"
2.44167242174744e-320,0.587817007075675,0.707,0.4,8.93676523083781e-316,"Monocytes","SDCBP"
4.58196479953172e-320,1.6684634195642,0.305,0.079,1.67704493627661e-315,"Monocytes","ZDHHC7"
7.38726953661832e-320,2.53541189211072,0.268,0.062,2.70381452309767e-315,"Monocytes","UBXN11"
1.09701347871299e-318,1.53530990553459,0.304,0.08,4.0151790334374e-314,"Monocytes","KDM1B"
1.2415573240603e-318,1.09834551122869,0.654,0.34,4.54422396179311e-314,"Monocytes","QKI"
5.49118392626045e-318,1.64827798966769,0.711,0.365,2.00982822885059e-313,"Monocytes","TPM4"
2.21562474069454e-316,2.51230507056274,0.268,0.062,8.10940811341607e-312,"Monocytes","TMEM91"
5.68053685773108e-316,0.976878111332265,0.53,0.211,2.07913329529815e-311,"Monocytes","MAP2K3"
2.13050098382687e-314,1.21261072947212,0.727,0.453,7.79784665090472e-310,"Monocytes","SERPINB1"
1.72340689305656e-313,1.50435193290772,0.755,0.832,6.30784156927633e-309,"Monocytes","S100A6"
1.44793976351159e-312,0.890186407696578,0.701,0.384,5.29960432842877e-308,"Monocytes","CMTM6"
6.4575341126145e-312,1.2374847598065,0.302,0.079,2.36352206055803e-307,"Monocytes","ZSWIM6"
9.15892862017383e-312,1.33123134039915,0.451,0.166,3.35225946426982e-307,"Monocytes","PLSCR1"
2.69638473254827e-311,0.396392957528931,0.6,0.272,9.86903775959992e-307,"Monocytes","VMP1"
1.22943358148816e-310,0.569642283199846,0.676,0.336,4.4998498516048e-306,"Monocytes","LYN"
2.58608405258853e-310,0.85148677750891,0.476,0.177,9.46532624087928e-306,"Monocytes","RHOQ"
3.13873104664302e-310,0.995546848871415,0.524,0.216,1.14880695038181e-305,"Monocytes","ATP6V0D1"
9.54118305370688e-310,2.92229758273549,0.354,0.108,3.49216840948726e-305,"Monocytes","LYL1"
2.73845896843049e-309,1.20611155555634,0.663,0.342,1.00230336703524e-304,"Monocytes","C1orf162"
2.62774399930413e-308,1.62315536747146,0.441,0.162,9.61780581185306e-304,"Monocytes","PLEC"
5.6670954460342e-308,1.18367059313542,0.573,0.238,2.07421360420298e-303,"Monocytes","CTSZ"
7.97054064708206e-308,0.402661266962628,0.873,0.736,2.91729758223851e-303,"Monocytes","SRGN"
2.98249450504937e-307,1.09981046654126,0.502,0.196,1.09162281379312e-302,"Monocytes","SYK"
4.50085053013705e-305,1.42492275302967,0.359,0.113,1.64735630253546e-300,"Monocytes","GNB4"
1.4453591037206e-303,1.48280381685112,0.466,0.18,5.29015885552778e-299,"Monocytes","ZDHHC20"
2.33857516722586e-303,0.467861505727404,0.261,0.06,8.55941896956337e-299,"Monocytes","P2RY13"
1.49050661722071e-301,2.18599518835949,0.387,0.128,5.45540326968952e-297,"Monocytes","HK1"
9.51310704964926e-301,1.02722591423207,0.604,0.276,3.48189231124213e-296,"Monocytes","SKAP2"
1.19257031062576e-299,1.56214941895531,0.357,0.113,4.36492659392133e-295,"Monocytes","RNPEP"
4.64834491787507e-299,2.25662249067126,0.291,0.079,1.70134072339145e-294,"Monocytes","NAGA"
1.10436182530573e-298,0.48399544941,0.326,0.092,4.0420747168015e-294,"Monocytes","HRH2"
4.99793097101063e-298,1.10012668927678,0.466,0.168,1.8292927146996e-293,"Monocytes","RNASE6"
5.29020888836406e-297,0.648252502476945,0.305,0.082,1.93626935523013e-292,"Monocytes","MSRB1"
8.55668980142212e-297,1.08185154581523,0.671,0.373,3.13183403421851e-292,"Monocytes","H2AFY"
1.33697807230606e-296,2.12656115120904,0.729,0.427,4.89347344244739e-292,"Monocytes","LAMTOR1"
5.25813859604457e-296,0.787380900549356,0.424,0.15,1.92453130753827e-291,"Monocytes","ACSL4"
5.9508917157707e-295,4.53541735589861,0.261,0.067,2.17808587688923e-290,"Monocytes","TUBB1"
1.72925158353574e-294,1.37349960536192,0.47,0.179,6.32923372089917e-290,"Monocytes","CAPG"
7.28051130237076e-294,1.16004721264295,0.455,0.174,2.66473994178072e-289,"Monocytes","NOTCH2"
2.89278020626498e-293,0.766082426252488,0.409,0.142,1.05878648329504e-288,"Monocytes","ATP6V1A"
3.2267477676308e-291,1.47007835957036,0.506,0.208,1.18102195043055e-286,"Monocytes","CMIP"
7.69603506191472e-291,1.99566677872013,0.256,0.061,2.81682579301141e-286,"Monocytes","KLF11"
2.37045623272565e-290,2.03808857590528,0.335,0.104,8.67610685739916e-286,"Monocytes","DSE"
2.6051098479567e-290,1.57869084308388,0.372,0.124,9.5349625545063e-286,"Monocytes","MAPKAPK3"
3.07468157585432e-290,1.53584175689413,0.301,0.083,1.12536420357844e-285,"Monocytes","SLC36A4"
1.54657337781475e-289,1.11294604649703,0.569,0.274,5.66061322013976e-285,"Monocytes","EVI2A"
3.57925416607796e-287,1.43047151757752,0.426,0.155,1.31004281732619e-282,"Monocytes","LGALS9"
5.39060950858637e-286,0.991664739371949,0.357,0.116,1.9730169862377e-281,"Monocytes","LY96"
7.10490001626601e-283,1.07973624770887,0.764,0.514,2.60046445495352e-278,"Monocytes","RAC1"
2.40740231247217e-281,0.534281314159403,0.347,0.107,8.81133320387939e-277,"Monocytes","BCL6"
1.30402470972664e-280,0.722688427729121,0.342,0.104,4.77286084007046e-276,"Monocytes","ARAP1"
1.50785336544452e-280,2.46175967282827,0.359,0.118,5.5188941028635e-276,"Monocytes","SNN"
9.99324598062343e-280,0.65295418926404,0.556,0.253,3.65762796136798e-275,"Monocytes","FBXL5"
1.54356470169193e-276,0.777478432491206,0.264,0.065,5.64960116466263e-272,"Monocytes","TOM1"
3.38067256371129e-276,1.36595943411898,0.715,0.441,1.23735996504397e-271,"Monocytes","TRAPPC5"
2.66634445208761e-273,0.422442892592973,0.476,0.188,9.75908732908584e-269,"Monocytes","RASSF2"
5.65676006614823e-273,0.91045326458918,0.405,0.145,2.07043075181091e-268,"Monocytes","TCIRG1"
1.39849318667094e-271,1.69060486383148,0.592,0.298,5.11862491253431e-267,"Monocytes","RAP2B"
1.49212101924372e-271,1.21127097410257,0.765,0.752,5.46131214253394e-267,"Monocytes","S100A4"
4.00874387008375e-271,0.936111422344695,0.802,0.679,1.46724034388935e-266,"Monocytes","RHOA"
1.63682231862703e-270,1.35510199371442,0.518,0.235,5.9909333684068e-266,"Monocytes","TMEM167A"
1.27539882693686e-269,1.39707181086869,0.513,0.229,4.66808724647158e-265,"Monocytes","POU2F2"
