"Gene","CellType_Frequency","Comparison_Frequency","Mean_Log2FC","Median_Log2FC","Mean_Abs_Log2FC","Max_Abs_Log2FC","Min_Adjusted_P","Median_Adjusted_P","Category"
"SAMD9",2,2,0.584896865996084,0.584896865996084,1.23238873582486,1.81728560182094,0.0000268360837958564,0.0187596839576131,"Shared across 2 cell types"
"PHC2",2,2,-1.18039802993482,-1.18039802993482,1.18039802993482,1.54450760197829,0.00000000000000161350554532028,0.00109747102428642,"Shared across 2 cell types"
"KLF4",2,2,-0.487517210030193,-1.24222031872679,1.17371729638331,1.24963144089347,0.0000596232849245922,0.00150800277719382,"Shared across 2 cell types"
"TMEM176B",2,2,-0.750155186389731,-1.21022388330873,1.10217695706104,1.56827433186743,0.000000000000000000143161900429892,0.0000399139681427072,"Shared across 2 cell types"
"LGALS1",2,2,-1.08111829926606,-1.08111829926606,1.08111829926606,1.44809994625207,0.00000000000115772731209551,0.00357306080968881,"Shared across 2 cell types"
"CLECL1",2,2,-0.920230381756956,-0.920230381756956,0.920230381756956,1.02248605236377,0.0000217979094417313,0.0000492400890842272,"Shared across 2 cell types"
"PER1",2,2,-0.905440755210475,-0.905440755210475,0.905440755210475,1.07163285842532,0.0000148060066725534,0.00517671063981743,"Shared across 2 cell types"
"BIRC3",2,2,-0.0758191903277295,-0.0758191903277295,0.845846992915203,0.921666183242932,0.0136284711940712,0.0169287624502302,"Shared across 2 cell types"
"FOSL2",2,2,0.842767459850811,0.842767459850811,0.842767459850811,0.844639706303476,0.00424603016971133,0.0130364252933795,"Shared across 2 cell types"
"SRGN",2,2,-0.838593940751802,-0.838593940751802,0.838593940751802,1.10040447898922,0.000443449313565742,0.000481597960153648,"Shared across 2 cell types"
"HLA-DRB5",2,2,-0.829899731546172,-0.829899731546172,0.829899731546172,0.835518871821763,0.000000000000000000000000933101629747103,0.00480674433943864,"Shared across 2 cell types"
"S100A11",2,2,-0.780708383033768,-0.753998842292167,0.780708383033768,0.886408128473876,0.00000000000000000968406639826751,0.00000000000105785321514732,"Shared across 2 cell types"
"CCNL1",2,2,-0.110083049265337,-0.110083049265337,0.739759306622944,0.849842355888281,0.00214330856288165,0.0202967832763801,"Shared across 2 cell types"
"PIK3IP1",2,2,-0.728246160478515,-0.728246160478515,0.728246160478515,0.920671742775688,0.00000000000830239719347223,0.00000000114720417924329,"Shared across 2 cell types"
"LTB",2,2,0.718954741627299,0.718954741627299,0.718954741627299,0.908574001937011,0.000000000000000000552363537627056,0.00375733638333103,"Shared across 2 cell types"
"CD69",2,2,-0.215135114367035,-0.630310637390652,0.706744614137689,0.752508955366433,0.00000206049626513523,0.00190394647362762,"Shared across 2 cell types"
"DYNLT1",2,2,0.241154230729878,0.660998668134034,0.69983315618247,0.750482412234489,0.0000000878078022889743,0.000665411706304382,"Shared across 2 cell types"
"IFITM1",2,2,0.220510696039965,0.615835988269576,0.699743752563571,0.764545684635727,0.00000185284679231789,0.0000560648465440658,"Shared across 2 cell types"
"PLEKHO1",2,2,0.171874482988165,0.171874482988165,0.681355604018737,0.853230087006903,0.00000980360625121988,0.000153208684229293,"Shared across 2 cell types"
"LBR",2,2,-0.668240802516793,-0.668240802516793,0.668240802516793,0.67604089983309,0.000154463519260397,0.0042192843535796,"Shared across 2 cell types"
"PPP4C",2,2,-0.642615493247702,-0.639883313643857,0.642615493247702,0.746934881317251,0.000649946496800336,0.0183664421420296,"Shared across 2 cell types"
"APOBEC3G",2,2,-0.627675621762484,-0.593577661039664,0.627675621762484,0.742502683672029,0.000158229153869509,0.00172503287803512,"Shared across 2 cell types"
"IRF1",2,2,0.032006971717057,0.032006971717057,0.604015964081006,0.636022935798063,0.00426592390788343,0.025407918495171,"Shared across 2 cell types"
"PIK3R1",2,2,0.541333158119828,0.534690654981345,0.541333158119828,0.582817709158745,0.0000000431114050355885,0.000000113309134107314,"Shared across 2 cell types"
"IGHA1",2,1,-3.62867091014934,-3.62867091014934,3.62867091014934,5.38094886625987,0.0000000000000000000000333617884583976,0.00000253644770853868,"Shared across 2 cell types"
"SRGAP1",2,1,-3.22576477512353,-3.22576477512353,3.22576477512353,3.54438964014294,0.00000000000000000000000000153433480435543,0.0000000000000344605971153482,"Shared across 2 cell types"
"RGS1",2,1,-2.29894037997548,-2.29894037997548,2.29894037997548,2.55088061619002,0.00000000100226244772354,0.0000118787646985014,"Shared across 2 cell types"
"SAP30",2,1,-2.29723985378096,-2.29723985378096,2.29723985378096,2.51618362763142,0.00000000000000000000000000000000000000000510778843762495,0.0000000000000000000000000000000040599096876783,"Shared across 2 cell types"
"ELL2",2,1,-2.09930628570149,-2.09930628570149,2.09930628570149,2.58581261673419,0.0000301456038795283,0.0000412638927323272,"Shared across 2 cell types"
"ASPH",2,1,-1.72349113131864,-1.72349113131864,1.72349113131864,2.31115743895241,0.0000000000000115650524034922,0.00153855705795858,"Shared across 2 cell types"
"GNG11",2,1,1.58361338292017,1.58361338292017,1.58361338292017,2.16146338383598,0.00000298528355589166,0.00462483934299746,"Shared across 2 cell types"
"SAMD9L",2,1,1.55639632618354,1.55639632618354,1.55639632618354,2.23718032309678,0.00317254357188034,0.0184509083994091,"Shared across 2 cell types"
"PICK1",2,1,-1.50269931309909,-1.50269931309909,1.50269931309909,1.68780272089162,0.00000049842747360206,0.000271879791834192,"Shared across 2 cell types"
"CD163",2,1,-1.46596628835302,-1.46596628835302,1.46596628835302,1.71534279382973,0.00000000000000000131962425531636,0.0000000384205949974973,"Shared across 2 cell types"
"CLEC4E",2,1,-1.42307770771559,-1.42307770771559,1.42307770771559,1.69895055066969,0.000000000015532266693579,0.0000000594558111030363,"Shared across 2 cell types"
"MYOM2",2,1,-1.29037732417725,-1.29037732417725,1.29037732417725,1.94885339707056,0.000000000279355234871615,0.00000518480567621624,"Shared across 2 cell types"
"PLIN2",2,1,-1.28433542918371,-1.28433542918371,1.28433542918371,1.56477011521864,0.00000000000421759343597568,0.00000000307174297730556,"Shared across 2 cell types"
"TUBB6",2,1,-1.27312729190849,-1.27312729190849,1.27312729190849,1.82240135029275,0.0000806655936866696,0.00267387769828101,"Shared across 2 cell types"
"FBLN5",2,1,-1.26493023621807,-1.26493023621807,1.26493023621807,1.33723391765448,0.00352057422032767,0.00643147500678782,"Shared across 2 cell types"
"PARP14",2,1,1.25883264999766,1.25883264999766,1.25883264999766,1.35488670209874,0.0000493230732564426,0.000528207887698711,"Shared across 2 cell types"
"ARL4A",2,1,-1.25654272221619,-1.25654272221619,1.25654272221619,1.68079118565193,0.0000000000000000013934092460678,0.000335354443832275,"Shared across 2 cell types"
"AC044849.1",2,1,-1.17747869689047,-1.17747869689047,1.17747869689047,1.22848209006795,0.0153353042651157,0.0248276562163143,"Shared across 2 cell types"
"TMEM123",2,1,1.17068442283965,1.17068442283965,1.17068442283965,1.70558918218991,0.00000076251314327864,0.0000619023567834763,"Shared across 2 cell types"
"CSGALNACT1",2,1,-1.1455625634439,-1.1455625634439,1.1455625634439,1.2934838402951,0.001949248473111,0.00201312239899402,"Shared across 2 cell types"
"SC5D",2,1,-1.13173086032988,-1.13173086032988,1.13173086032988,1.25942358791958,0.0000107912000346447,0.0136701896578148,"Shared across 2 cell types"
"TMCC3",2,1,-1.11185792253092,-1.11185792253092,1.11185792253092,1.18991916742393,0.0000127813922004047,0.000052099430885113,"Shared across 2 cell types"
"SCO2",2,1,1.10725377141826,1.10725377141826,1.10725377141826,1.39242031891966,0.0000000000000516194864319978,0.0000249069942065214,"Shared across 2 cell types"
"NRGN",2,1,1.09069492379658,1.09069492379658,1.09069492379658,1.30357903080196,0.000138779552468431,0.0160408237472111,"Shared across 2 cell types"
"STAT1",2,1,1.02387166879404,1.02387166879404,1.02387166879404,1.10706506154634,0.00000000875816996983372,0.000413079090807206,"Shared across 2 cell types"
"GBP1",2,1,-1.00299742877516,-1.00299742877516,1.00299742877516,1.30802147475567,0.0000750881672122145,0.00201137322583823,"Shared across 2 cell types"
"ACSL1",2,1,-0.983106302270676,-0.983106302270676,0.983106302270676,1.13089598379948,0.00000787456851500556,0.0000203505153574805,"Shared across 2 cell types"
"FRAT1",2,1,-0.960811463416254,-0.960811463416254,0.960811463416254,1.05572919305411,0.000131265564823197,0.0218694169193168,"Shared across 2 cell types"
"ADAR",2,1,0.959629936213071,0.959629936213071,0.959629936213071,1.37315670516428,0.000000000874586832674877,0.0154623563905102,"Shared across 2 cell types"
"IL1RAP",2,1,-0.956054782742921,-0.956054782742921,0.956054782742921,1.07605561763352,0.0000114031963376426,0.000655524708574811,"Shared across 2 cell types"
"TNFSF10",2,1,-0.922996808197535,-0.922996808197535,0.922996808197535,1.05223566598318,0.000436335542758391,0.00272172722525061,"Shared across 2 cell types"
"CDK2AP2",2,1,-0.914316739466559,-0.914316739466559,0.914316739466559,1.08292317809529,0.0000662095849466607,0.00973342201998138,"Shared across 2 cell types"
"PAG1",2,1,-0.895644809909733,-0.895644809909733,0.895644809909733,0.973035969032111,0.00139604452365664,0.0043503539138802,"Shared across 2 cell types"
"IL7R",2,1,-0.895537871758313,-0.895537871758313,0.895537871758313,1.15065498895196,0.000000289908661108412,0.0000220635167075427,"Shared across 2 cell types"
"AGO2",2,1,-0.890664173896387,-0.890664173896387,0.890664173896387,0.979467579130215,0.0029951908496644,0.0133496180360966,"Shared across 2 cell types"
"GP1BB",2,1,0.880355573463004,0.880355573463004,0.880355573463004,0.888009422287664,0.000280666809418264,0.00619378051323933,"Shared across 2 cell types"
"KLF9",2,1,-0.857172600466812,-0.857172600466812,0.857172600466812,0.867401633965877,0.00000000670973845335488,0.00156768951100391,"Shared across 2 cell types"
"JUNB",2,1,0.852626964758447,0.852626964758447,0.852626964758447,1.10798709879971,0.0000000000041899706629339,0.0137286207681811,"Shared across 2 cell types"
"TLE3",2,1,-0.053442359727599,-0.053442359727599,0.837708067859455,0.891150427587054,0.0000617298082942664,0.00132077959173897,"Shared across 2 cell types"
"ZFAND5",2,1,-0.791095255271308,-0.791095255271308,0.791095255271308,0.890453343702768,0.0000302174204011408,0.013043514561957,"Shared across 2 cell types"
"CDC37L1",2,1,-0.786035291056576,-0.786035291056576,0.786035291056576,0.803677936557058,0.028904672281999,0.0353835551961659,"Shared across 2 cell types"
"ISG20",2,1,-0.767538131247023,-0.767538131247023,0.767538131247023,0.937735207741854,0.000000000102020485218347,0.000000000147667671871731,"Shared across 2 cell types"
"MRPS6",2,1,-0.764030715675203,-0.764030715675203,0.764030715675203,0.885844152964507,0.00000109994774159283,0.023243981834164,"Shared across 2 cell types"
"AL034397.3",2,1,-0.708468681135644,-0.708468681135644,0.708468681135644,0.849089487970278,0.00010550454570293,0.00465270932177976,"Shared across 2 cell types"
"CX3CR1",2,1,-0.706238539813954,-0.706238539813954,0.706238539813954,0.805225866612857,0.000427670207087174,0.0042046260519911,"Shared across 2 cell types"
"ELF1",2,1,-0.693387166334976,-0.693387166334976,0.693387166334976,0.873919834257307,0.000000439369713466249,0.0000156960742860985,"Shared across 2 cell types"
"PYCARD",2,1,-0.678201610306792,-0.678201610306792,0.678201610306792,0.801591155813754,0.0094826337066821,0.021987639349094,"Shared across 2 cell types"
"MT-ND3",2,1,-0.021775147583044,-0.021775147583044,0.630478631290464,0.652253778873508,0.0000000000000000000000000000000000000000000000000000000628663550071273,0.0000137022028558718,"Shared across 2 cell types"
"SRSF5",2,1,-0.622185277464444,-0.622185277464444,0.622185277464444,0.633815067749883,0.0000000000000000000000000000000000000387437498760564,0.00000000000000000000000000176396448179668,"Shared across 2 cell types"
"GIMAP7",2,1,-0.617390835840355,-0.617390835840355,0.617390835840355,0.652062890136542,0.00000000000339752418846937,0.00000000108239630794281,"Shared across 2 cell types"
"NASP",2,1,-0.616694444230991,-0.616694444230991,0.616694444230991,0.664923795386473,0.0000716854461342147,0.0235218785397224,"Shared across 2 cell types"
"CCR7",2,1,-0.608751096153284,-0.608751096153284,0.608751096153284,0.698090063665636,0.00000000000000000000372359242803342,0.00244077738197421,"Shared across 2 cell types"
"AKNA",2,1,-0.578641488268512,-0.578641488268512,0.578641488268512,0.635207573332104,0.0000232862332918877,0.000046295500825841,"Shared across 2 cell types"
"PSMB9",2,1,-0.567025585097112,-0.567025585097112,0.567025585097112,0.6142478648804,0.0000000000986063572912615,0.0000176977301823605,"Shared across 2 cell types"
"PLP2",2,1,-0.558617513182826,-0.558617513182826,0.558617513182826,0.596055361120563,0.000586054317190519,0.00109578350656469,"Shared across 2 cell types"
"TRMT112",2,1,-0.528722728406578,-0.528722728406578,0.528722728406578,0.55711574584153,0.0000454207701805732,0.00942234492177359,"Shared across 2 cell types"
"LCK",2,1,-0.520532993165637,-0.520532993165637,0.520532993165637,0.531899181185643,0.000000754813151426268,0.00237136753116301,"Shared across 2 cell types"
